country,job_role,ai_specialization,experience_level,experience_years,salary_usd,education_required,industry,company_size,year,work_mode,company_rating,job_openings,hiring_difficulty_score,layoff_risk,ai_adoption_score,company_funding_billion,economic_index,ai_maturity_years,vacation_days,skill_demand_score,automation_risk,job_security_score,career_growth_score,work_life_balance_score,promotion_speed,salary_percentile,cost_of_living_index,employee_satisfaction
USA,Research Scientist,NLP,Mid,4,130300,Diploma,Gaming,Enterprise,2024,Remote,4.71,22,71.86176861,0.178,86,2.95,96.09,14,20,39,87,73,67,82,30,49,2.37,81
Brazil,Research Scientist,Analytics,Lead,14,92001,Diploma,Tech,Enterprise,2025,Remote,3.77,16,70.05929101,0.14,65,2.26,93.51,12,18,32,7,83,44,90,53,59,0.94,77
Germany,NLP Engineer,Forecasting,Senior,7,119230,Bachelor,Gaming,Small,2024,Onsite,3.65,1,84.59039505,0,80,4.4,86.22,6,25,24,43,86,67,56,37,48,1.65,73
Brazil,Software Engineer AI,Reinforcement Learning,Senior,11,56652,Bootcamp,Consulting,Enterprise,2025,Remote,3.58,10,55.69289974,0.055,66,7.98,94.46,11,25,63,64,90,70,69,30,43,2.01,79
UAE,NLP Engineer,Generative AI,Lead,15,126475,Diploma,Energy,Medium,2022,Onsite,4.19,21,43.2051438,0.144,61,3.75,78.81,6,12,11,88,76,47,62,62,81,1.63,71
India,Data Scientist,Analytics,Lead,12,53794,Diploma,Telecom,Startup,2024,Onsite,3.56,11,74.06112858,0,100,1.97,50.22,6,12,91,84,73,63,59,82,17,1.35,69
UK,Computer Vision Engineer,Forecasting,Entry,1,78001,Bootcamp,Energy,Startup,2023,Remote,3.79,18,30.6474777,0.316,76,2.11,67.01,3,11,90,24,66,53,72,41,55,2.21,63
Germany,Data Scientist,Forecasting,Senior,6,101710,Diploma,Tech,Medium,2023,Onsite,3.9,19,73.04478249,0.09,73,1.93,81.81,5,25,7,74,79,45,71,29,88,0.83,69
Japan,Software Engineer AI,Reinforcement Learning,Lead,12,124544,Diploma,Healthcare,Medium,2024,Remote,4.63,21,41.78259968,0.117,100,9.5,79.74,8,26,8,70,85,99,78,52,10,1.64,81
Brazil,NLP Engineer,NLP,Mid,3,41845,Bootcamp,Retail,Large,2024,Hybrid,3.7,5,79.3956017,0.198,81,6.43,59.32,9,26,1,28,76,76,70,75,40,2.29,58
USA,Software Engineer AI,NLP,Mid,3,103449,Master,Tech,Enterprise,2023,Onsite,3.6,15,94.99692683,0.198,58,5.98,63.6,5,24,77,17,75,51,89,12,10,1.12,76
Germany,Research Scientist,NLP,Senior,6,100642,Bachelor,Education,Small,2021,Remote,4.14,18,83.30827537,0.098,60,7.98,52.31,3,19,31,16,76,65,84,48,8,2.44,76
Australia,Machine Learning Engineer,NLP,Senior,7,127439,Bachelor,Consulting,Enterprise,2023,Onsite,3.58,22,62.74709076,0.073,45,8.38,54.46,7,26,99,36,83,43,78,57,41,1.1,88
UK,Machine Learning Engineer,NLP,Lead,15,129377,Bootcamp,Gaming,Large,2023,Hybrid,4.02,19,71.00862238,0.017,84,2.77,97.49,3,13,64,61,88,65,74,20,99,2.01,81
India,Machine Learning Engineer,Analytics,Mid,5,39581,Bootcamp,Healthcare,Small,2022,Remote,4.61,17,69.50864552,0.208,82,7.63,75.96,9,26,63,60,74,77,88,42,44,1.25,77
India,Machine Learning Engineer,Forecasting,Senior,9,53658,Diploma,Energy,Startup,2022,Onsite,4.71,18,71.17981564,0.13,44,5.53,80.96,12,16,76,96,74,49,71,46,34,0.94,70
Netherlands,AI Engineer,LLM,Senior,8,114497,Master,Healthcare,Startup,2020,Hybrid,3.49,24,35.3639346,0.101,50,1,94.58,10,27,16,91,72,28,75,47,97,1.49,70
Netherlands,Research Scientist,Forecasting,Mid,5,87168,PhD,Tech,Startup,2025,Hybrid,4.38,15,73.71028492,0.238,98,5.28,68.09,7,22,86,27,64,85,71,37,27,1.87,78
UK,Software Engineer AI,LLM,Senior,10,116623,Bootcamp,Tech,Large,2021,Onsite,4.79,22,39.35592487,0.112,69,4.83,64.83,9,29,47,47,82,52,65,34,32,0.82,72
France,Software Engineer AI,MLOps,Lead,13,140623,Bootcamp,Education,Small,2026,Hybrid,3.38,28,70.05062157,0,35,8.84,70.28,6,14,22,85,87,41,69,41,76,1.61,74
Netherlands,Research Scientist,Analytics,Lead,12,169268,PhD,Retail,Enterprise,2023,Hybrid,4.11,30,56.48244337,0.04,82,4.69,76.27,10,19,54,93,89,62,80,20,93,1.78,83
USA,AI Engineer,NLP,Mid,3,114657,PhD,Automotive,Enterprise,2023,Hybrid,4.05,17,54.41573487,0.158,65,2.74,67.22,8,28,16,76,77,45,71,12,79,0.77,70
UAE,Computer Vision Engineer,MLOps,Entry,1,73340,Diploma,Automotive,Small,2026,Hybrid,3.25,18,76.06243603,0.289,70,4.13,60,14,17,4,94,69,52,71,13,46,1.95,71
Singapore,Data Analyst,Computer Vision,Lead,13,129716,Diploma,Telecom,Medium,2026,Hybrid,3.22,1,57.90516245,0.088,60,3.55,99.19,7,18,32,52,87,44,55,51,12,1.5,77
Singapore,Machine Learning Engineer,Forecasting,Senior,6,131014,Diploma,Gaming,Enterprise,2023,Remote,4.77,23,60.24583858,0.202,70,2.64,78.47,8,13,10,40,81,45,56,29,7,1.61,71
Singapore,NLP Engineer,Analytics,Mid,4,82228,Bootcamp,Retail,Large,2026,Onsite,3.95,20,56.90567821,0.123,84,4.89,56.22,3,20,10,28,79,69,44,26,34,1.86,62
Australia,Data Scientist,LLM,Entry,0,61654,Bachelor,Telecom,Large,2024,Hybrid,3.32,17,67.4834204,0.328,74,4.33,48.9,4,24,82,74,72,53,69,24,93,1.13,69
Germany,NLP Engineer,NLP,Entry,0,57013,Master,Consulting,Startup,2024,Hybrid,4.27,1,18.62699384,0.413,82,9.06,79.51,9,27,51,20,56,79,80,26,72,1.78,69
France,AI Engineer,Reinforcement Learning,Senior,6,106901,Bootcamp,Energy,Large,2021,Hybrid,3.73,5,57.25198332,0.136,71,4.46,98.83,14,14,66,72,77,56,88,41,34,1.52,86
India,NLP Engineer,LLM,Mid,4,32486,Master,Finance,Large,2021,Remote,4.55,19,73.01595152,0.149,86,3.06,97.89,6,16,40,80,84,69,74,12,55,1.53,74
Netherlands,Research Scientist,LLM,Lead,19,158437,Bootcamp,Energy,Large,2020,Remote,3.92,9,23.53938729,0.114,70,6.78,69.51,4,27,63,19,82,63,86,47,89,0.93,88
Japan,Data Analyst,NLP,Mid,4,54944,Master,Healthcare,Enterprise,2022,Onsite,4.18,1,75.52103064,0.204,89,4.75,49.21,12,17,59,67,65,71,67,30,18,1.43,69
Netherlands,Data Analyst,Computer Vision,Entry,0,37590,Bootcamp,Gaming,Medium,2020,Onsite,3.68,8,45.77217081,0.387,87,5.34,77.31,8,21,33,86,59,70,57,18,95,2.31,54
Netherlands,AI Engineer,LLM,Entry,1,66970,Bootcamp,Automotive,Large,2025,Hybrid,4.77,9,69.47498849,0.358,77,7.99,75.36,14,21,15,37,65,75,59,31,63,1,74
Canada,Data Scientist,Analytics,Mid,4,102477,Master,Education,Enterprise,2025,Hybrid,3.35,26,86.95877666,0.136,79,0.36,59.97,7,10,45,51,82,46,78,12,48,1.59,75
Netherlands,Data Scientist,Computer Vision,Entry,1,59189,Master,Consulting,Small,2021,Onsite,3.33,6,37.17390604,0.262,66,6.86,66.89,13,21,84,36,76,66,90,38,54,2.01,71
UAE,Data Analyst,MLOps,Lead,17,121611,Diploma,Automotive,Medium,2020,Remote,4.51,18,58.70935775,0.007,79,0.34,74.33,4,22,98,8,75,50,82,37,24,0.77,75
UAE,NLP Engineer,Analytics,Mid,4,67766,Bootcamp,Telecom,Large,2026,Onsite,3.46,35,39.10800893,0.146,70,5.97,56.39,13,23,89,42,82,50,70,36,84,0.74,70
Netherlands,Data Analyst,Reinforcement Learning,Mid,2,49209,Master,Finance,Medium,2020,Onsite,4.48,13,68.98124518,0.225,80,4.68,91.59,3,12,22,1,77,59,53,33,61,1.9,65
Netherlands,Data Analyst,LLM,Senior,8,69734,PhD,Education,Enterprise,2023,Onsite,4.08,21,64.54165399,0.131,83,1.92,65.22,12,16,63,2,78,53,68,25,10,0.84,74
UAE,Software Engineer AI,Computer Vision,Entry,1,53186,Master,Telecom,Small,2025,Hybrid,3.49,26,52.18920576,0.335,52,6.67,98.5,10,30,14,82,71,50,85,23,40,0.9,71
Brazil,Data Scientist,Generative AI,Entry,1,30962,Diploma,Healthcare,Large,2026,Remote,3.27,27,85.961567,0.297,71,1.03,97.24,4,15,62,26,69,51,68,24,50,2.29,58
Canada,Data Scientist,NLP,Mid,4,86361,Master,Energy,Startup,2024,Remote,3.71,18,51.89721552,0.261,72,6.9,85.16,6,13,83,92,61,61,64,34,94,1.86,78
Netherlands,Software Engineer AI,Reinforcement Learning,Senior,8,118445,Bootcamp,Education,Large,2025,Hybrid,4.31,27,27.29185571,0.098,83,1.53,84.2,13,22,43,30,86,47,71,26,46,0.74,82
UK,Data Analyst,Forecasting,Mid,4,58797,Diploma,Energy,Enterprise,2026,Onsite,4.61,22,62.97810584,0.233,71,6.6,56.8,5,11,63,53,78,66,98,13,44,1.07,74
Japan,Data Scientist,Reinforcement Learning,Lead,19,130213,Diploma,Energy,Large,2020,Hybrid,4.61,15,22.28384243,0.18,72,1.76,73.66,8,20,53,83,74,54,73,80,92,0.89,78
Netherlands,Computer Vision Engineer,Reinforcement Learning,Entry,1,75827,PhD,Consulting,Medium,2025,Remote,4.24,18,17.41504255,0.46,81,3.75,62.86,8,20,6,50,56,58,56,30,41,0.94,67
UK,Data Analyst,Forecasting,Senior,8,92291,Master,Healthcare,Startup,2025,Onsite,3.78,23,53.13422431,0.114,70,6.21,95.61,10,19,91,85,68,59,56,91,75,2.38,71
UAE,Machine Learning Engineer,LLM,Mid,2,67048,PhD,Finance,Enterprise,2020,Onsite,3.6,15,84.45942926,0.22,55,9.33,63.7,12,16,43,50,78,73,67,12,7,1.26,75
Netherlands,AI Engineer,Analytics,Mid,3,84197,Bachelor,Gaming,Startup,2026,Hybrid,3.46,23,73.23590212,0,100,6.71,65.19,9,25,33,11,90,93,72,50,55,1.75,72
UK,Machine Learning Engineer,LLM,Entry,1,69034,Diploma,Retail,Startup,2022,Onsite,4.58,21,70.61298625,0.375,78,2.93,81.38,10,24,70,5,57,53,55,56,96,1.15,62
Canada,NLP Engineer,Reinforcement Learning,Entry,0,74312,PhD,Tech,Small,2025,Hybrid,3.31,25,43.22681966,0.398,77,5.5,66.82,14,29,74,33,65,57,77,56,26,1.75,69
UK,Computer Vision Engineer,MLOps,Lead,18,145322,Diploma,Gaming,Medium,2026,Onsite,3.68,18,54.65129465,0.071,97,9.2,46.02,12,21,26,40,83,89,98,50,97,1.12,92
Singapore,Research Scientist,Analytics,Senior,7,118962,Master,Tech,Medium,2025,Remote,3.85,18,80.02503294,0.119,80,0.96,45.14,14,11,20,28,77,53,71,38,11,0.65,75
UK,Software Engineer AI,MLOps,Entry,1,74072,Master,Telecom,Large,2020,Onsite,3.57,14,57.85605047,0.518,63,7.88,74.63,8,27,5,49,47,65,82,28,69,1.89,70
Germany,Software Engineer AI,MLOps,Lead,18,157427,Master,Consulting,Small,2021,Remote,3.85,21,69.58911198,0.087,63,6.75,94.92,9,18,76,44,88,59,58,73,6,2.07,77
Netherlands,Data Scientist,Forecasting,Entry,0,52521,Diploma,Tech,Startup,2025,Onsite,3.93,19,35.03726055,0.391,83,5.76,86.83,7,28,95,26,56,64,54,34,64,1.03,49
Germany,Computer Vision Engineer,Forecasting,Mid,5,84743,Bachelor,Automotive,Medium,2022,Hybrid,4.33,11,50.45579057,0.209,61,0.94,64.73,5,10,55,73,69,45,48,33,63,2.11,73
Netherlands,Computer Vision Engineer,Generative AI,Entry,1,71220,PhD,Telecom,Enterprise,2021,Remote,3.33,24,78.63922883,0.382,86,4.11,65.26,7,30,63,10,73,58,84,12,37,1.62,75
UAE,AI Engineer,Generative AI,Lead,19,185911,Diploma,Telecom,Small,2021,Remote,4.8,18,69.75632835,0.067,82,0.8,91.65,13,19,75,49,75,41,76,79,96,1.38,82
Canada,Data Analyst,NLP,Lead,17,115860,PhD,Gaming,Medium,2024,Remote,3.74,26,99.43072898,0.017,91,8.59,54.6,13,17,60,76,90,76,59,34,19,0.64,66
Japan,Data Scientist,Generative AI,Senior,10,106121,Master,Healthcare,Startup,2025,Hybrid,4.22,7,55.23324063,0.044,49,0.98,60.53,9,11,96,62,74,29,78,71,45,1.64,80
Germany,Machine Learning Engineer,Analytics,Entry,1,74255,Bachelor,Gaming,Large,2023,Hybrid,3.61,17,48.57838205,0.379,67,5.03,53.24,10,21,67,89,75,55,73,31,76,1.6,68
Japan,Computer Vision Engineer,Analytics,Entry,0,60857,Bootcamp,Tech,Medium,2024,Remote,3.34,16,73.11121648,0.3,81,4.86,78.62,7,18,79,76,69,59,71,37,98,1.58,73
Australia,Research Scientist,Forecasting,Senior,8,142298,Diploma,Finance,Enterprise,2025,Onsite,3.26,18,70.20276574,0.066,74,3.83,46.97,6,21,44,77,99,53,68,35,92,1.32,81
Canada,NLP Engineer,Forecasting,Lead,13,170137,Bootcamp,Gaming,Enterprise,2025,Remote,4.67,26,43.52120566,0.041,56,6.87,61.2,6,17,91,36,87,47,86,36,26,1.19,79
UAE,Data Analyst,Reinforcement Learning,Senior,7,71706,Bootcamp,Healthcare,Large,2021,Remote,4.14,1,53.02356704,0.057,100,6.27,87.61,7,15,1,13,97,77,71,17,23,2.34,71
UAE,Software Engineer AI,NLP,Mid,5,73446,Bootcamp,Gaming,Large,2024,Onsite,3.22,27,54.23759548,0.209,81,3.71,49.91,12,29,52,71,75,58,65,16,18,2.23,67
UK,NLP Engineer,Computer Vision,Mid,4,90000,Bachelor,Finance,Enterprise,2025,Remote,4.25,10,26.12148707,0.092,91,2.04,52.42,9,25,66,72,83,54,83,18,32,0.53,78
USA,Research Scientist,Forecasting,Lead,19,210035,Diploma,Energy,Medium,2022,Hybrid,4.15,26,63.79281259,0.118,1,2.74,48.56,10,21,22,97,71,25,79,45,45,0.71,91
USA,Data Scientist,Reinforcement Learning,Senior,6,99825,Master,Consulting,Enterprise,2020,Onsite,4.14,3,58.43965848,0.052,86,9.44,78.89,3,27,80,57,91,90,64,24,81,0.64,73
USA,Software Engineer AI,Analytics,Lead,16,192678,PhD,Gaming,Large,2020,Onsite,4.68,15,73.12719977,0.039,69,2.23,62.45,8,21,64,79,97,39,71,51,46,1.09,86
Australia,Machine Learning Engineer,LLM,Lead,13,183502,Master,Consulting,Small,2026,Hybrid,4.27,9,54.63334648,0,69,5.35,79.1,12,14,84,83,96,49,75,23,85,1.73,80
Singapore,Research Scientist,Generative AI,Mid,3,113150,Diploma,Telecom,Large,2020,Onsite,4.05,13,61.98424881,0.166,67,1.71,90.76,8,25,75,36,83,50,75,16,5,2.1,84
UK,Computer Vision Engineer,NLP,Mid,3,94866,Master,Telecom,Startup,2020,Remote,3.45,26,44.27265641,0.146,59,3.45,49.06,7,19,73,50,59,53,65,49,13,0.52,71
UAE,Data Scientist,Computer Vision,Mid,2,69936,Master,Healthcare,Startup,2025,Remote,4.44,29,68.66079114,0.264,58,5.31,58.47,10,21,29,97,61,52,79,59,54,1.06,72
France,Data Analyst,Generative AI,Lead,16,119528,Master,Tech,Small,2024,Onsite,4.72,30,63.17207462,0.031,91,3.63,72.11,10,21,21,35,82,58,85,66,14,0.84,76
UK,Machine Learning Engineer,Analytics,Lead,16,143851,Diploma,Gaming,Small,2026,Hybrid,3.86,22,83.45222794,0.176,37,5.25,56.98,11,11,46,86,80,51,78,36,62,1.14,84
Japan,Computer Vision Engineer,MLOps,Entry,0,71094,Master,Gaming,Enterprise,2023,Remote,3.57,29,44.84064845,0.339,74,6.82,90.75,4,14,82,98,68,61,94,30,97,1.23,61
France,NLP Engineer,Forecasting,Entry,0,52541,Bachelor,Gaming,Enterprise,2025,Remote,4.24,7,88.46820734,0.351,85,8.09,78.14,12,27,51,43,61,70,71,50,5,1.99,69
Netherlands,Software Engineer AI,Computer Vision,Entry,1,57738,Bachelor,Retail,Medium,2024,Hybrid,4.43,9,49.9778886,0.403,89,9.47,99.09,6,29,92,6,63,80,75,12,23,0.8,60
UK,NLP Engineer,NLP,Mid,3,93273,Master,Gaming,Small,2022,Onsite,4.71,23,51.06680814,0.229,80,2.78,80.17,3,27,60,94,70,56,92,48,96,2,79
Germany,NLP Engineer,Generative AI,Lead,19,196668,Bootcamp,Healthcare,Small,2023,Hybrid,3.96,14,77.45208131,0.167,59,0.7,71.04,6,14,46,86,81,27,55,32,45,1.44,80
Germany,Research Scientist,LLM,Mid,4,89212,Diploma,Retail,Startup,2024,Remote,3.28,12,75.90347888,0.153,98,8.17,66.69,12,22,45,10,75,77,81,91,83,1.18,69
USA,Machine Learning Engineer,Reinforcement Learning,Senior,7,154119,Bootcamp,Automotive,Startup,2025,Onsite,4.25,21,15.70424739,0.041,87,2.72,89.69,4,24,19,91,71,57,79,32,38,1.64,75
Australia,Research Scientist,Computer Vision,Lead,14,163728,Bootcamp,Automotive,Enterprise,2025,Onsite,3.54,11,49.49166386,0.113,83,1.33,66.15,5,18,92,22,92,47,65,17,85,1.8,88
USA,Computer Vision Engineer,LLM,Mid,3,94538,Bachelor,Energy,Medium,2025,Hybrid,4.51,12,55.56997062,0.215,53,1.79,95.42,3,18,64,49,79,35,64,20,9,2.39,77
Canada,Software Engineer AI,Reinforcement Learning,Senior,10,118790,Bootcamp,Healthcare,Medium,2023,Hybrid,3.72,14,79.07733772,0.083,33,5.67,95.48,7,22,65,50,86,28,47,45,41,1.68,78
Netherlands,Computer Vision Engineer,Computer Vision,Mid,2,64812,PhD,Energy,Startup,2026,Onsite,4.09,24,49.59222724,0.161,64,1.85,89.97,13,26,19,3,76,37,59,57,79,2.27,64
Australia,Machine Learning Engineer,Forecasting,Senior,6,90119,Master,Healthcare,Large,2021,Hybrid,3.46,26,52.17371581,0.061,80,5.17,67.24,14,23,66,24,82,58,56,28,52,2.48,56
USA,Software Engineer AI,NLP,Lead,13,200798,PhD,Healthcare,Medium,2020,Hybrid,3.92,18,59.36637493,0.102,60,3.48,50.69,13,21,94,94,81,44,82,62,67,1.25,87
Germany,Machine Learning Engineer,LLM,Mid,5,79607,Diploma,Retail,Startup,2023,Remote,3.53,16,41.18483461,0.323,92,2.49,79.15,14,20,59,95,58,70,59,59,38,2.45,72
Canada,NLP Engineer,NLP,Senior,11,155620,Bootcamp,Healthcare,Large,2025,Onsite,4.73,20,41.17875778,0.155,100,4.14,46.75,14,19,81,35,78,70,58,41,28,0.67,77
Singapore,Computer Vision Engineer,Generative AI,Lead,12,174363,PhD,Automotive,Startup,2025,Onsite,4.35,1,8.229613711,0.103,43,6.45,70.91,5,11,38,42,68,49,56,62,36,2.27,74
India,Computer Vision Engineer,LLM,Lead,16,71906,Bootcamp,Retail,Medium,2024,Remote,4.07,19,87.34417719,0.054,86,6.05,97.98,13,29,71,6,96,76,76,64,10,1.6,81
Brazil,Data Scientist,Forecasting,Lead,18,93611,PhD,Education,Small,2023,Remote,4.21,14,52.5495671,0.073,44,4.93,66.05,7,13,15,5,81,40,74,39,97,0.83,76
Australia,Software Engineer AI,LLM,Entry,0,59710,Bachelor,Energy,Medium,2023,Remote,4.21,16,58.11826471,0.38,77,6.57,91.24,10,21,16,17,65,62,77,17,61,2.26,68
Brazil,AI Engineer,Computer Vision,Senior,11,67332,Bootcamp,Gaming,Startup,2022,Hybrid,3.44,5,31.30876691,0.001,54,6.28,53.41,11,22,9,28,74,71,50,70,15,1.66,65
Germany,Research Scientist,LLM,Senior,10,108708,PhD,Energy,Startup,2020,Remote,4.71,17,71.55387594,0.216,72,8.16,74.65,11,12,75,60,67,58,45,45,52,2.15,73
Canada,Software Engineer AI,MLOps,Senior,9,125665,Diploma,Consulting,Medium,2025,Hybrid,4.62,19,55.52682855,0.153,58,2.44,67.72,9,30,72,100,77,49,46,18,72,1.51,69
UAE,AI Engineer,Computer Vision,Senior,9,88109,PhD,Finance,Enterprise,2022,Hybrid,4.14,18,72.65339315,0.023,82,4.97,86.7,10,25,35,23,90,67,78,43,78,1.71,75
USA,Data Scientist,Reinforcement Learning,Mid,5,110035,Bootcamp,Healthcare,Enterprise,2026,Remote,3.39,19,82.61671337,0.19,74,9.08,95.15,4,16,47,46,77,70,71,12,83,1.05,78
Canada,Machine Learning Engineer,Forecasting,Lead,14,135259,Bootcamp,Education,Startup,2023,Hybrid,4.44,20,39.95025493,0.048,91,6.93,97.12,7,20,38,46,71,65,56,49,23,2.22,71
UK,NLP Engineer,Forecasting,Entry,0,67886,Diploma,Consulting,Small,2020,Remote,4.47,23,67.23836629,0.388,68,8.24,62.42,9,10,46,40,62,59,70,43,73,0.57,62
Japan,Machine Learning Engineer,Analytics,Lead,12,138640,Bachelor,Energy,Enterprise,2020,Remote,4,20,51.14028929,0.011,85,3.56,93.65,11,27,71,75,92,71,65,42,78,0.65,78
India,Software Engineer AI,Forecasting,Mid,5,41603,Bachelor,Tech,Large,2023,Hybrid,4.42,29,55.33120623,0.165,78,6.73,80.54,6,25,11,37,85,71,62,12,75,1.29,60
Japan,Data Scientist,Analytics,Mid,2,66879,Bachelor,Telecom,Enterprise,2025,Onsite,4.68,13,52.5100021,0.105,51,4.02,73.57,13,28,28,15,91,34,75,12,55,2.07,77
UAE,NLP Engineer,Analytics,Lead,18,167165,PhD,Telecom,Large,2021,Onsite,4.52,20,39.15148094,0.023,50,6.54,74.92,7,19,51,30,93,53,60,43,96,1.37,72
Japan,Software Engineer AI,Analytics,Entry,0,68576,PhD,Energy,Small,2022,Hybrid,4.73,3,46.65646762,0.446,42,0.54,96.56,3,22,53,96,53,25,49,60,6,1.56,58
UAE,Data Scientist,Generative AI,Senior,9,89859,Bachelor,Healthcare,Medium,2021,Onsite,4.14,20,46.57599119,0.113,59,7.17,96.01,9,20,19,80,81,51,54,48,15,1.03,66
Brazil,Machine Learning Engineer,Generative AI,Mid,3,46764,Master,Consulting,Startup,2021,Remote,3.99,13,55.09307712,0.153,68,3.63,95.47,8,10,46,38,69,41,54,42,88,2.02,58
Singapore,NLP Engineer,Analytics,Senior,7,122183,Master,Consulting,Large,2024,Onsite,3.87,21,51.07277713,0.106,77,3.02,76.13,12,24,82,12,81,54,73,45,56,2.46,78
France,Computer Vision Engineer,Computer Vision,Senior,8,89151,Bootcamp,Tech,Small,2021,Onsite,3.77,12,55.84078383,0.109,59,3.96,81.7,9,25,46,1,84,54,49,49,15,1.12,63
UK,AI Engineer,LLM,Senior,7,124714,Bachelor,Finance,Startup,2023,Remote,4.01,11,50.94120969,0.139,74,7.39,50.76,4,15,24,16,68,61,65,31,24,2.2,77
Japan,NLP Engineer,Computer Vision,Lead,17,174858,PhD,Consulting,Medium,2026,Onsite,3.79,2,56.7376856,0.078,53,4.59,54.18,4,19,98,68,79,45,64,45,59,2.02,79
Netherlands,Machine Learning Engineer,Forecasting,Senior,11,143028,Master,Tech,Enterprise,2025,Remote,3.7,13,34.17236108,0.125,65,2.31,47.02,4,14,31,78,93,44,98,31,6,1.01,87
UAE,Computer Vision Engineer,LLM,Mid,2,72637,Bootcamp,Retail,Enterprise,2021,Onsite,4.64,20,36.6871245,0.184,82,6.45,66.43,6,27,58,62,73,67,72,12,73,0.88,75
France,Research Scientist,LLM,Mid,2,72147,Bootcamp,Finance,Small,2022,Hybrid,3.5,11,44.75952124,0.128,63,5.23,89.74,3,12,97,61,82,58,66,26,55,2.16,66
India,Software Engineer AI,Computer Vision,Senior,11,48274,Diploma,Automotive,Enterprise,2023,Remote,3.9,13,61.09172248,0.044,55,8.25,63.91,14,25,36,40,86,52,59,17,70,1.39,75
Canada,Computer Vision Engineer,LLM,Entry,0,56760,Bootcamp,Education,Large,2024,Hybrid,3.26,20,53.16931521,0.353,83,8.02,49.7,12,21,14,25,73,64,84,44,88,0.75,73
Netherlands,AI Engineer,Reinforcement Learning,Lead,17,170985,Bootcamp,Finance,Large,2026,Remote,3.54,10,94.76408428,0.065,81,4.06,94.84,9,29,8,85,85,67,63,50,55,1.72,83
India,Software Engineer AI,Forecasting,Senior,8,49998,Bootcamp,Healthcare,Medium,2021,Remote,4.65,9,71.2725715,0.033,63,2.42,84.49,9,17,40,10,84,38,64,47,81,2.07,77
Japan,AI Engineer,LLM,Lead,16,165792,PhD,Tech,Startup,2026,Hybrid,4.53,14,68.29780657,0.079,82,1.46,57.98,4,14,50,62,71,56,85,66,98,1.51,82
Germany,AI Engineer,LLM,Senior,7,103285,Master,Automotive,Startup,2024,Onsite,4.17,10,54.35258566,0.05,76,2.03,59.51,12,22,35,70,87,48,43,81,25,2.28,61
France,Machine Learning Engineer,LLM,Entry,0,64469,Bachelor,Education,Medium,2022,Onsite,4.39,27,18.43231409,0.36,79,8.21,75.81,8,25,18,85,55,72,58,22,91,1.84,56
Netherlands,Data Scientist,Analytics,Senior,6,92943,PhD,Gaming,Enterprise,2025,Onsite,3.95,9,72.51347453,0.146,81,8.35,61.83,11,25,80,53,76,74,52,31,20,0.67,66
Australia,NLP Engineer,LLM,Entry,1,70469,Diploma,Gaming,Medium,2026,Remote,3.7,17,100,0.373,56,5.95,77.83,12,15,72,57,65,61,67,34,25,1.12,66
India,Software Engineer AI,Reinforcement Learning,Entry,1,29854,Master,Gaming,Medium,2020,Hybrid,3.43,10,62.13133412,0.459,62,9.4,49.26,4,15,56,76,58,68,71,14,35,0.54,61
Brazil,Software Engineer AI,NLP,Senior,7,49758,Bachelor,Telecom,Small,2026,Onsite,4.4,26,60.8456645,0.042,87,1.77,91.26,7,28,54,17,84,61,56,35,13,2.15,72
Singapore,Computer Vision Engineer,Reinforcement Learning,Senior,9,121412,Bachelor,Healthcare,Large,2020,Hybrid,4.11,9,70.68208589,0.131,72,1.23,58.43,6,18,83,51,77,42,78,66,22,1.98,79
Japan,Data Scientist,Generative AI,Mid,3,60280,Diploma,Healthcare,Medium,2025,Hybrid,4.74,9,48.78442415,0.1,66,5.49,98.35,11,17,8,12,84,62,81,50,51,0.52,77
USA,Machine Learning Engineer,MLOps,Entry,0,77205,PhD,Energy,Small,2025,Remote,4.64,16,43.15998412,0.506,76,9.47,51.76,14,20,46,12,57,70,55,35,92,2.34,66
Germany,Data Analyst,Forecasting,Entry,1,48271,Bachelor,Consulting,Startup,2020,Remote,3.53,17,47.08018439,0.343,60,3.18,95.54,9,18,16,3,59,56,61,31,3,2.5,71
Singapore,Research Scientist,Generative AI,Mid,3,108248,Bachelor,Tech,Small,2024,Hybrid,4.06,2,35.39890094,0.202,94,1.42,91.75,6,15,16,16,74,64,58,16,57,1.94,78
USA,NLP Engineer,NLP,Mid,3,122533,Bachelor,Healthcare,Large,2023,Hybrid,3.48,16,25.1032131,0.166,51,5.9,78.51,13,27,81,33,73,46,72,27,13,1.9,77
Netherlands,Data Scientist,Analytics,Senior,7,115125,Bachelor,Energy,Medium,2024,Hybrid,3.86,37,66.88070727,0.051,67,3.49,64.33,12,15,10,78,87,41,62,39,48,1.33,78
Singapore,Computer Vision Engineer,Generative AI,Mid,4,86498,PhD,Healthcare,Medium,2022,Remote,4.4,6,65.57911576,0.188,57,8.29,77.79,4,19,35,2,80,59,66,24,88,1.17,67
Australia,Research Scientist,MLOps,Mid,5,117102,Bachelor,Education,Startup,2021,Onsite,3.65,28,57.21451669,0.131,83,2.41,93.5,12,27,19,90,77,60,62,42,72,1.66,61
Singapore,AI Engineer,Computer Vision,Senior,8,113141,Diploma,Education,Medium,2024,Remote,3.64,28,47.93197317,0.13,66,8.36,59.27,11,15,80,71,74,71,55,46,54,1.11,65
